date,hardcore_mode,achievement_id,title,description,badge_name,points,true_ratio,type,author,game_title,game_icon,game_id,console_name,cumul_score,badge_u_r_l,game_u_r_l,datetime,retro_ratio
2024-01-25 13:30:35,1,257494,Sea Travel By Air,Obtain the Gift Lapras at Silph Co.,420651,0,0,,Delmaru,~Hack~ Twitch Plays Pokemon: Anniversary Red,/Images/094381.png,17399,Game Boy,482,/Badge/420651.png,/game/17399,2024-01-25T13:30:35.000000,NaN
2023-12-08 18:18:00,1,128783,Pandamonium,Have a Panda wave to you.,141488,0,0,progression,ikki5,GG Portrait: Pai Chan,/Images/039278.png,17035,Game Gear,327,/Badge/141488.png,/game/17035,2023-12-08T18:18:00.000000,NaN
2023-12-17 04:17:17,1,67695,Sword of Solitude,Use the Sword.,71662,0,0,,SporyTike,~Prototype~ Diablo | Diablo Junior,/Images/019883.png,9026,Game Boy,1116,/Badge/71662.png,/game/9026,2023-12-17T04:17:17.000000,NaN
2023-01-09 03:01:54,1,278713,AotW 2022 - amine456,Bronze qualifier of AotW 2022 - 12 pts,308366,0,0,,RAEvents,Achievement of the Week 2022 Bronze,/Images/066569.png,22091,Events,2011,/Badge/308366.png,/game/22091,2023-01-09T03:01:54.000000,NaN
2024-01-22 08:43:37,1,391442,GreninjaMan's RA Zone,GreninjaMan was the Superstar for this board!,442714,0,0,,RAEvents,Mario Party RA - Bonus,/Images/088436.png,28306,Events,84,/Badge/442714.png,/game/28306,2024-01-22T08:43:37.000000,NaN
2024-02-07 16:15:40,0,395911,Fourth + Fifth Place,WanderingHeiho (301) | ladynadiad (299),447904,0,0,,QATeam,Devember🍂2023,/Images/089206.png,28327,Events,1522,/Badge/447904.png,/game/28327,2024-02-07T16:15:40.000000,NaN
2023-05-08 17:54:57,1,315697,Fool of the Month,Winner of the Month of Fools special event,349616,0,0,,RAEvents,Achievement of the Week 2023 - Month of Fools,/Images/072713.png,7948,Events,260,/Badge/349616.png,/game/7948,2023-05-08T17:54:57.000000,NaN
2023-03-22 02:25:55,1,301653,Akai,“No chinchillas yet? I must fix this. I bring a basket for you all!”,335425,0,0,,RAEvents,Daily DistRActions Season 3,/Images/067911.png,3911,Events,1145,/Badge/335425.png,/game/3911,2023-03-22T02:25:55.000000,NaN
2023-01-09 03:01:55,1,278722,AotW 2022 - mosher13,Bronze qualifier of AotW 2022 - 12 pts,308366,0,0,,RAEvents,Achievement of the Week 2022 Bronze,/Images/066569.png,22091,Events,2011,/Badge/308366.png,/game/22091,2023-01-09T03:01:55.000000,NaN
2023-08-22 21:44:12,1,324602,"Courage, the Essence of Flame",Fire Crystal jobs acquired!,362394,0,0,,FBernkastelKues,Final Fantasy V: Advance [Subset - Four Job Fiesta],/Images/074181.png,24371,Game Boy Advance,1366,/Badge/362394.png,/game/24371,2023-08-22T21:44:12.000000,NaN
2023-09-21 19:07:14,1,357376,Wind Crystal - Knight,Knight was rolled 43 times - 16% of the total!,402665,0,0,,RAEvents,Four Job Fiesta [Regular] - Superboss Slayer,/Images/082702.png,7996,Events,675,/Badge/402665.png,/game/7996,2023-09-21T19:07:14.000000,NaN
2023-12-08 18:18:36,1,128786,Kick Training,Do at least 5 kicks when training.,141490,0,0,progression,ikki5,GG Portrait: Pai Chan,/Images/039278.png,17035,Game Gear,327,/Badge/141490.png,/game/17035,2023-12-08T18:18:36.000000,NaN
2024-08-03 22:13:02,1,430266,Seventh Winner: Alakatrore,Was the seventh person to earn 52 points in RA Roulette 2024!,485542,0,0,,RAEvents,RA Roulette 2024,/Images/097453.png,29834,Events,715,/Badge/485542.png,/game/29834,2024-08-03T22:13:02.000000,NaN
2024-08-03 22:13:02,1,430269,Tenth Winner: Sutarion,Was the tenth person to earn 52 points in RA Roulette 2024!,485542,0,0,,RAEvents,RA Roulette 2024,/Images/097453.png,29834,Events,715,/Badge/485542.png,/game/29834,2024-08-03T22:13:02.000000,NaN
2024-02-21 04:31:14,1,400380,Total League Points,Challengers earned a combined 5319 points!,452826,0,0,,RAEvents,Challenge League: The Top 100 - Bronze,/Images/089207.png,28430,Events,545,/Badge/452826.png,/game/28430,2024-02-21T04:31:14.000000,NaN
2023-12-08 19:09:45,1,128780,Ribbit Ribbit,Make a friendly Frog appear.,141487,0,0,progression,ikki5,GG Portrait: Pai Chan,/Images/039278.png,17035,Game Gear,327,/Badge/141487.png,/game/17035,2023-12-08T19:09:45.000000,NaN
2023-03-22 02:25:56,1,301659,Gamechamp,“I’m Waluigi. I’ve been hit in the face with a golf ball.”,335431,0,0,,RAEvents,Daily DistRActions Season 3,/Images/067911.png,3911,Events,1145,/Badge/335431.png,/game/3911,2023-03-22T02:25:56.000000,NaN
2023-03-22 02:25:56,1,301662,JAM,"“I've always wanted to try ""distraction 69"" with Shantae and now I did it.”",335434,0,0,,RAEvents,Daily DistRActions Season 3,/Images/067911.png,3911,Events,1145,/Badge/335434.png,/game/3911,2023-03-22T02:25:56.000000,NaN
2023-03-22 02:25:57,1,301680,xtagnado,“If you live in a rock maybe you can’t understand how celeste could be a life changer.”,335452,0,0,,RAEvents,Daily DistRActions Season 3,/Images/067911.png,3911,Events,1145,/Badge/335452.png,/game/3911,2023-03-22T02:25:57.000000,NaN
2023-01-09 03:01:55,1,278719,AotW 2022 - Jason12345,Bronze qualifier of AotW 2022 - 12 pts,308366,0,0,,RAEvents,Achievement of the Week 2022 Bronze,/Images/066569.png,22091,Events,2011,/Badge/308366.png,/game/22091,2023-01-09T03:01:55.000000,NaN
2023-11-17 17:49:56,1,373248,King of Halloween Town,38 players bested stuffed worms and burlap sacks in The Nightmare Before Christmas: The Pumpkin King,419542,0,0,,RAEvents,Halloween 2023 - Silver,/Images/085678.png,7972,Events,2117,/Badge/419542.png,/game/7972,2023-11-17T17:49:56.000000,NaN
2023-08-22 19:48:42,1,324599,"Devotion, the Essence of Water",Water Crystal jobs acquired!,362391,0,0,,FBernkastelKues,Final Fantasy V: Advance [Subset - Four Job Fiesta],/Images/074181.png,24371,Game Boy Advance,1362,/Badge/362391.png,/game/24371,2023-08-22T19:48:42.000000,NaN
2023-03-22 02:25:56,1,301674,Pikacshu,“im a dum dum”,335446,0,0,,RAEvents,Daily DistRActions Season 3,/Images/067911.png,3911,Events,1145,/Badge/335446.png,/game/3911,2023-03-22T02:25:56.000000,NaN
2024-01-22 08:43:37,1,391439,Amir96lx's Waluigi Island,Amir96lx landed on 14 Non-Blue Spaces!,442711,0,0,,RAEvents,Mario Party RA - Bonus,/Images/088436.png,28306,Events,84,/Badge/442711.png,/game/28306,2024-01-22T08:43:37.000000,NaN
2024-02-07 16:15:40,0,395908,First Place,wolfman2000 (380),447903,0,0,,QATeam,Devember🍂2023,/Images/089206.png,28327,Events,1522,/Badge/447903.png,/game/28327,2024-02-07T16:15:40.000000,NaN
2024-05-23 03:33:11,1,430111,Princess Carry,Players defeated the dragon and rescued the first Dragon Quest princess.,485056,0,0,,RAEvents,Achievement of the Week 2024 - Akira Toriyama,/Images/097355.png,29830,Events,1925,/Badge/485056.png,/game/29830,2024-05-23T03:33:11.000000,NaN
2023-12-17 04:17:53,1,67698,Go for a Walk,Walk 100 Steps.,71658,0,0,progression,SporyTike,~Prototype~ Diablo | Diablo Junior,/Images/019883.png,9026,Game Boy,1119,/Badge/71658.png,/game/9026,2023-12-17T04:17:53.000000,NaN
2023-05-08 17:54:57,1,315700,Fool of the Month,Winner of the Month of Fools special event,349616,0,0,,RAEvents,Achievement of the Week 2023 - Month of Fools,/Images/072713.png,7948,Events,260,/Badge/349616.png,/game/7948,2023-05-08T17:54:57.000000,NaN
2023-01-09 03:01:55,1,278716,AotW 2022 - Etron,Bronze qualifier of AotW 2022 - 12 pts,308366,0,0,,RAEvents,Achievement of the Week 2022 Bronze,/Images/066569.png,22091,Events,2011,/Badge/308366.png,/game/22091,2023-01-09T03:01:55.000000,NaN
2023-03-22 02:25:56,1,301671,Nezperdian,"“After 3 seasons worth of points, I’ve achieved sentience.”",335443,0,0,,RAEvents,Daily DistRActions Season 3,/Images/067911.png,3911,Events,1145,/Badge/335443.png,/game/3911,2023-03-22T02:25:56.000000,NaN
2023-03-22 02:25:56,1,301668,MiningMario,“Played some Mario Pinball. Might try to master it.”,335440,0,0,,RAEvents,Daily DistRActions Season 3,/Images/067911.png,3911,Events,1145,/Badge/335440.png,/game/3911,2023-03-22T02:25:56.000000,NaN
2024-08-03 22:13:02,1,430260,First Winner: WanderingHeiho,Was the first person to earn 52 points in RA Roulette 2024!,485542,0,0,,RAEvents,RA Roulette 2024,/Images/097453.png,29834,Events,715,/Badge/485542.png,/game/29834,2024-08-03T22:13:02.000000,NaN
2023-09-21 19:07:13,1,357373,Omega Oppressors,Omega was defeated in 135 runs!,402665,0,0,,RAEvents,Four Job Fiesta [Regular] - Superboss Slayer,/Images/082702.png,7996,Events,675,/Badge/402665.png,/game/7996,2023-09-21T19:07:13.000000,NaN
2024-01-22 08:43:37,1,391445,GreninjaMan's RA Zone,viklet landed on 14 Non-Blue Spaces!,442717,0,0,,RAEvents,Mario Party RA - Bonus,/Images/088436.png,28306,Events,84,/Badge/442717.png,/game/28306,2024-01-22T08:43:37.000000,NaN
2023-01-09 03:05:51,1,278847,PS2 Launch Event - Bronze,Bronze qualifier of the PS2 Launch Event,308435,0,0,,RAEvents,PlayStation 2 Launch Event - Bronze,/Images/066563.png,22095,Events,2011,/Badge/308435.png,/game/22095,2023-01-09T03:05:51.000000,NaN
2023-08-19 07:49:30,1,346250,Team France Wins The 2022 Gold Medal!,Badge by Nydaxn!,391498,0,0,,RAEvents,RetroOlympics 2022 [Gold],/Images/075344.png,8014,Events,1200,/Badge/391498.png,/game/8014,2023-08-19T07:49:30.000000,NaN
2023-09-21 19:07:15,1,357391,Fire Crystal - Bard,Bard was rolled 43 times - 19% of the total!,402665,0,0,,RAEvents,Four Job Fiesta [Regular] - Superboss Slayer,/Images/082702.png,7996,Events,675,/Badge/402665.png,/game/7996,2023-09-21T19:07:15.000000,NaN
2024-08-11 20:22:59,1,437611,"Passion, the Essence of Wind (Meteor)",Receive your job assignment from the official site (https://www.fourjobfiesta.com/) or ping ff5-fiesta.,493617,0,0,,Sutarion,Final Fantasy V: Advance [Subset - Four Job Fiesta],/Images/074181.png,24371,Game Boy Advance,1806,/Badge/493617.png,/game/24371,2024-08-11T20:22:59.000000,NaN
2024-01-22 08:54:59,1,391371,Champion of the Week,Earn all 64 points in the Achievement of the Week 2023 event.,442527,0,0,,RAEvents,Achievement of the Week 2023 - Champion,/Images/088418.png,28302,Events,84,/Badge/442527.png,/game/28302,2024-01-22T08:54:59.000000,NaN
2024-01-22 08:54:59,1,391368,Champion of the Week,Earn all 64 points in the Achievement of the Week 2023 event.,442527,0,0,,RAEvents,Achievement of the Week 2023 - Champion,/Images/088418.png,28302,Events,84,/Badge/442527.png,/game/28302,2024-01-22T08:54:59.000000,NaN
2024-02-15 17:56:45,1,324650,Better Safe Than Sorry,Block for five seconds!,362513,0,0,,Hexadigital,Boxing Match,/Images/074493.png,21624,Interton VC 4000,1852,/Badge/362513.png,/game/21624,2024-02-15T17:56:45.000000,NaN
2023-08-19 07:49:30,1,346253,Adenothe,Team France,391501,0,0,,RAEvents,RetroOlympics 2022 [Gold],/Images/075344.png,8014,Events,1200,/Badge/391501.png,/game/8014,2023-08-19T07:49:30.000000,NaN
2023-11-17 17:49:56,1,373251,N.Y.C. Saved!,2 players ain't 'fraid of no ghosts in Ghostbusters II,419542,0,0,,RAEvents,Halloween 2023 - Silver,/Images/085678.png,7972,Events,2117,/Badge/419542.png,/game/7972,2023-11-17T17:49:56.000000,NaN
2023-09-23 22:49:27,1,357814,Underdogs Supported,1165 Underdog points were earned!,403067,0,0,,BahamutVoid,Console Wars I - Mastery,/Images/082854.png,8030,Events,926,/Badge/403067.png,/game/8030,2023-09-23T22:49:27.000000,NaN
2023-06-29 14:32:53,1,319797,Fifth Winner: Amine456,Was the fifth person to hit 52 points in RA Roulette 2023,355878,0,0,,RAEvents,RA Roulette 2023,/Images/073509.png,7950,Events,1274,/Badge/355878.png,/game/7950,2023-06-29T14:32:53.000000,NaN
2023-06-29 14:32:53,1,319794,Second Winner: WanderingHeiho,Was the second person to hit 52 points in RA Roulette 2023,355878,0,0,,RAEvents,RA Roulette 2023,/Images/073509.png,7950,Events,1274,/Badge/355878.png,/game/7950,2023-06-29T14:32:53.000000,NaN
2023-06-29 14:32:53,1,319800,Eighth Winner: Dennis1543,Was the eighth person to hit 52 points in RA Roulette 2023,355878,0,0,,RAEvents,RA Roulette 2023,/Images/073509.png,7950,Events,1274,/Badge/355878.png,/game/7950,2023-06-29T14:32:53.000000,NaN
2023-12-03 20:51:34,1,217685,"[Floor1] Something Right, Something Wrong","Complete the floor moving only right. Also floor 4 is a liar, there's no achievement there.",240808,0,0,,guindev,Micro Quest,/Images/057338.png,19304,WASM-4,187,/Badge/240808.png,/game/19304,2023-12-03T20:51:34.000000,NaN
2023-09-03 23:44:42,1,307861,WARNING - Began run too quickly! No achievements active!,You must wait on the Super Mario Bros. title screen for at least 1.5 seconds prior to pressing start. Look for the Bowser icon to appear to indicate you can begin a run.,340572,0,0,,suspect15,Super Mario Bros. [Subset - Sub 5-Minute Speedrun],/Images/070836.png,23910,NES/Famicom,1864,/Badge/340572.png,/game/23910,2023-09-03T23:44:42.000000,NaN
2023-05-18 23:13:30,1,280321,You unlock the Hard Mode! (I think...),"Alright, now Good luck to clear the game in Hard Mode!",310071,0,0,,Chr0x,Vendetta,/Images/066678.png,11804,Arcade,1177,/Badge/310071.png,/game/11804,2023-05-18T23:13:30.000000,NaN
2024-08-03 22:13:02,1,430272,Thirteenth Winner: Erodion,Was the thirteenth person to earn 52 points in RA Roulette 2024!,485542,0,0,,RAEvents,RA Roulette 2024,/Images/097453.png,29834,Events,715,/Badge/485542.png,/game/29834,2024-08-03T22:13:02.000000,NaN
2023-09-21 19:07:16,1,357394,Earth Crystal - Samurai,Samurai was rolled 55 times - 27% of the total!,402665,0,0,,RAEvents,Four Job Fiesta [Regular] - Superboss Slayer,/Images/082702.png,7996,Events,675,/Badge/402665.png,/game/7996,2023-09-21T19:07:16.000000,NaN
2024-03-30 17:25:31,1,152259,The (Number) Journey Begins,Collect your first number and begin a number journey that will hardly be educational or interesting,317611,0,0,,Griffin,Sesame Street: Elmo's Number Journey,/Images/043373.png,10459,Nintendo 64,1912,/Badge/317611.png,/game/10459,2024-03-30T17:25:31.000000,NaN
2023-12-23 15:52:58,1,294121,Monster,Buy the Cookies,326187,0,0,progression,voiceofautumn,~Homebrew~ Sips,/Images/068856.png,22659,Game Boy Advance,1593,/Badge/326187.png,/game/22659,2023-12-23T15:52:58.000000,NaN
2024-04-21 22:00:57,1,387322,Pinball Investigator,Activate the magnifying glass on any table's instruction manual.,440049,0,0,,AfroRyan,Digital Pinball: Last Gladiators,/Images/083652.png,20455,Saturn,2148,/Badge/440049.png,/game/20455,2024-04-21T22:00:57.000000,NaN
2023-09-23 23:11:26,1,357844,9th Place,33 Points - Doggy227,403097,0,0,,BahamutVoid,Console Wars I - Bonus,/Images/082855.png,8033,Events,939,/Badge/403097.png,/game/8033,2023-09-23T23:11:26.000000,NaN
2023-03-05 18:59:44,1,111131,Free Play!,All achievements are earned in Free Play mode,121788,0,0,,voiceofautumn,Dance Dance Revolution: Disney Mix,/Images/061522.png,16257,PlayStation,387,/Badge/121788.png,/game/16257,2023-03-05T18:59:44.000000,NaN
2023-06-29 14:32:54,1,319806,Fourteenth: Silveryami,Was the fourteenth person to hit 52 points in RA Roulette 2023,355878,0,0,,RAEvents,RA Roulette 2023,/Images/073509.png,7950,Events,1274,/Badge/355878.png,/game/7950,2023-06-29T14:32:54.000000,NaN
2023-09-16 04:58:23,1,356001,Movie Buff,Winner of the Big Box Office Blast special event,401217,0,0,,RAEvents,Achievement of the Week 2023 - Big Box Office Blast,/Images/082499.png,7971,Events,266,/Badge/401217.png,/game/7971,2023-09-16T04:58:23.000000,NaN
2024-03-10 21:45:57,1,129888,Jail Free Card,Draw a Get Out of Jail Free card,242252,0,0,,g0dm0d3,Monopoly,/Images/058014.png,1842,NES/Famicom,1763,/Badge/242252.png,/game/1842,2024-03-10T21:45:57.000000,NaN
2023-09-23 23:11:20,1,357829,108 Players Earned at Least One Badge!,The top-scoring 50% of these are celebrated below,403082,0,0,,BahamutVoid,Console Wars I - Bonus,/Images/082855.png,8033,Events,939,/Badge/403082.png,/game/8033,2023-09-23T23:11:20.000000,NaN
